match,group,date,time,tz,team1,team2,stadium,city_name,country,lat,lon,kickoff,temperature_2m,relative_humidity_2m,elevation,apparent_temperature,team1_camp_name,team1_camp_latitude,team1_camp_longitude,team1_orig_team,team1_elevation,team1_temperature_2m,team1_relative_humidity_2m,team1_apparent_temperature,team2_camp_name,team2_camp_latitude,team2_camp_longitude,team2_orig_team,team2_elevation,team2_temperature_2m,team2_relative_humidity_2m,team2_apparent_temperature
69,J,2026-06-27,21:00,UTC-5,Algeria,Austria,Arrowhead Stadium,Kansas City,USA,39.049,-94.484,2026-06-27 21:00:00,24.566666666666663,66.8,259.0,26.066666666666663,University of Kansas,38.980667,-95.30136,Algeria,287.0,25.88938596491228,66.28245614035087,27.729780701754382,UC Santa Barbara - Harder Stadium,34.481544,-119.8111,Austria,22.0,20.99640350877193,63.17850877192983,21.648728070175437
69,J,2026-06-27,21:00,UTC-5,Algeria,Austria,Arrowhead Stadium,Kansas City,USA,39.049,-94.484,2026-06-27 21:00:00,24.566666666666663,66.8,259.0,26.066666666666663,University of Kansas,38.980667,-95.30136,Algeria,287.0,25.88938596491228,66.28245614035087,27.729780701754382,UC Santa Barbara - Harder Stadium,34.481544,-119.8111,Austria,22.0,20.99640350877193,63.17850877192983,21.648728070175437
70,J,2026-06-27,21:00,UTC-5,Jordan,Argentina,AT&T Stadium,Dallas,USA,32.748,-97.093,2026-06-27 21:00:00,29.946666666666665,64.2,193.0,32.826666666666675,University of Portland,45.58875,-122.68869,Jordan,54.0,17.529649122807015,66.72105263157894,16.707149122807017,Sporting KC Training Centre,38.980667,-94.80823,Argentina,281.0,25.555833333333336,66.62324561403508,27.33859649122807
70,J,2026-06-27,21:00,UTC-5,Jordan,Argentina,AT&T Stadium,Dallas,USA,32.748,-97.093,2026-06-27 21:00:00,29.946666666666665,64.2,193.0,32.826666666666675,University of Portland,45.58875,-122.68869,Jordan,54.0,17.529649122807015,66.72105263157894,16.707149122807017,Sporting KC Training Centre,38.980667,-94.80823,Argentina,281.0,25.555833333333336,66.62324561403508,27.33859649122807
23,K,2026-06-17,12:00,UTC-5,Portugal,DR Congo,NRG Stadium,Houston,USA,29.685,-95.411,2026-06-17 12:00:00,31.453333333333333,62.86666666666667,14.0,36.35333333333333,Gardens North County District Park,26.889278,-80.12195,Portugal,5.0,26.77298245614035,79.9030701754386,30.876052631578943,Houston Training Centre,29.63093,-95.42294,DR Congo,13.0,28.41578947368421,77.04824561403508,32.90864035087719
24,K,2026-06-17,20:00,UTC-6,Uzbekistan,Colombia,Estadio Azteca,Mexico City,Mexico,19.303,-99.151,2026-06-17 20:00:00,18.86,59.733333333333334,2251.0,17.453333333333333,Atlanta United Training Centre,33.989452,-84.60672,Uzbekistan,338.0,24.790043859649124,70.56754385964912,26.88627192982456,Academia Atlas FC,20.632689,-103.35016,Colombia,1566.0,22.81157894736842,65.41008771929825,23.53057017543859
47,K,2026-06-23,12:00,UTC-5,Portugal,Uzbekistan,NRG Stadium,Houston,USA,29.685,-95.411,2026-06-23 12:00:00,31.04666666666667,66.46666666666667,14.0,36.726666666666674,Gardens North County District Park,26.889278,-80.12195,Portugal,5.0,26.77298245614035,79.9030701754386,30.876052631578943,Atlanta United Training Centre,33.989452,-84.60672,Uzbekistan,338.0,24.790043859649124,70.56754385964912,26.88627192982456
48,K,2026-06-23,20:00,UTC-6,Colombia,DR Congo,Estadio Akron,Zapopan,Mexico,20.689,-103.467,2026-06-23 20:00:00,20.553333333333335,75.93333333333334,1665.0,20.966666666666665,Academia Atlas FC,20.632689,-103.35016,Colombia,1566.0,22.81157894736842,65.41008771929825,23.53057017543859,Houston Training Centre,29.63093,-95.42294,DR Congo,13.0,28.41578947368421,77.04824561403508,32.90864035087719
22,L,2026-06-17,15:00,UTC-5,England,Croatia,AT&T Stadium,Dallas,USA,32.748,-97.093,2026-06-17 15:00:00,33.22,49.333333333333336,193.0,36.43999999999999,Swope Soccer Village,39.050964,-94.5679,England,281.0,25.89657894736842,65.2232456140351,27.672543859649124,Episcopal High School,38.84007,-77.09015,Croatia,15.0,23.896885964912283,67.54342105263157,25.29872807017544
21,L,2026-06-17,19:00,UTC-4,Ghana,Panama,BMO Field,Toronto,Canada,43.633,-79.419,2026-06-17 19:00:00,22.386666666666667,54.733333333333334,83.0,20.706666666666667,Bryant University,41.933216,-71.55524,Ghana,126.0,20.41877192982456,71.26447368421053,20.56043859649123,Nottawasaga Training Site,44.112476,-79.86301,Panama,221.0,19.510657894736845,67.67850877192983,19.195877192982454
45,L,2026-06-23,16:00,UTC-4,England,Ghana,Gillette Stadium,Foxborough,USA,42.091,-71.264,2026-06-23 16:00:00,26.973333333333333,53.8,84.0,28.186666666666667,Swope Soccer Village,39.050964,-94.5679,England,281.0,25.89657894736842,65.2232456140351,27.672543859649124,Bryant University,41.933216,-71.55524,Ghana,126.0,20.41877192982456,71.26447368421053,20.56043859649123
46,L,2026-06-23,19:00,UTC-4,Panama,Croatia,BMO Field,Toronto,Canada,43.633,-79.419,2026-06-23 19:00:00,24.426666666666662,59.06666666666667,83.0,23.626666666666665,Nottawasaga Training Site,44.112476,-79.86301,Panama,221.0,19.510657894736845,67.67850877192983,19.195877192982454,Episcopal High School,38.84007,-77.09015,Croatia,15.0,23.896885964912283,67.54342105263157,25.29872807017544
67,L,2026-06-27,17:00,UTC-4,Panama,England,MetLife Stadium,East Rutherford,USA,40.814,-74.075,2026-06-27 17:00:00,25.90666666666667,62.06666666666667,4.0,26.83333333333333,Nottawasaga Training Site,44.112476,-79.86301,Panama,221.0,19.510657894736845,67.67850877192983,19.195877192982454,Swope Soccer Village,39.050964,-94.5679,England,281.0,25.89657894736842,65.2232456140351,27.672543859649124
68,L,2026-06-27,17:00,UTC-4,Croatia,Ghana,Lincoln Financial Field,Philadelphia,USA,39.901,-75.168,2026-06-27 17:00:00,26.993333333333336,65.26666666666667,1.0,28.246666666666663,Episcopal High School,38.84007,-77.09015,Croatia,15.0,23.896885964912283,67.54342105263157,25.29872807017544,Bryant University,41.933216,-71.55524,Ghana,126.0,20.41877192982456,71.26447368421053,20.56043859649123
